192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.90%, eSim(>=0.1)=0.10%, eSim(0.0001)=99.85%, eSim(10)=99.95%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.80%, eSim(>=0.1)=0.20%, eSim(0.0001)=99.80%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.95%, eSim(>=0.1)=0.05%, eSim(0.0001)=99.95%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.95%, eSim(>=0.1)=0.05%, eSim(0.0001)=99.95%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.95%, eSim(>=0.1)=0.05%, eSim(0.0001)=99.95%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.80%, eSim(>=0.1)=0.20%, eSim(0.0001)=99.80%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.85%, eSim(>=0.1)=0.15%, eSim(0.0001)=99.85%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.90%, eSim(>=0.1)=0.10%, eSim(0.0001)=99.90%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.95%, eSim(>=0.1)=0.05%, eSim(0.0001)=99.95%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.90%, eSim(>=0.1)=0.10%, eSim(0.0001)=99.90%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.90%, eSim(>=0.1)=0.10%, eSim(0.0001)=99.90%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.80%, eSim(>=0.1)=0.20%, eSim(0.0001)=99.80%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.95%, eSim(>=0.1)=0.05%, eSim(0.0001)=99.95%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.90%, eSim(>=0.1)=0.10%, eSim(0.0001)=99.90%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.95%, eSim(>=0.1)=0.05%, eSim(0.0001)=99.95%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.75%, eSim(>=0.1)=0.25%, eSim(0.0001)=99.75%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.90%, eSim(>=0.1)=0.10%, eSim(0.0001)=99.90%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.95%, eSim(>=0.1)=0.05%, eSim(0.0001)=99.95%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.85%, eSim(>=0.1)=0.15%, eSim(0.0001)=99.85%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.95%, eSim(>=0.1)=0.05%, eSim(0.0001)=99.95%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.90%, eSim(>=0.1)=0.10%, eSim(0.0001)=99.90%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.80%, eSim(>=0.1)=0.20%, eSim(0.0001)=99.80%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.80%, eSim(>=0.1)=0.20%, eSim(0.0001)=99.75%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.95%, eSim(>=0.1)=0.05%, eSim(0.0001)=99.95%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.95%, eSim(>=0.1)=0.05%, eSim(0.0001)=99.95%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.80%, eSim(>=0.1)=0.20%, eSim(0.0001)=99.80%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.90%, eSim(>=0.1)=0.10%, eSim(0.0001)=99.90%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.85%, eSim(>=0.1)=0.15%, eSim(0.0001)=99.85%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.95%, eSim(>=0.1)=0.05%, eSim(0.0001)=99.95%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.80%, eSim(>=0.1)=0.20%, eSim(0.0001)=99.80%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.90%, eSim(>=0.1)=0.10%, eSim(0.0001)=99.90%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.80%, eSim(>=0.1)=0.20%, eSim(0.0001)=99.80%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.95%, eSim(>=0.1)=0.05%, eSim(0.0001)=99.95%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.90%, eSim(>=0.1)=0.10%, eSim(0.0001)=99.90%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.95%, eSim(>=0.1)=0.05%, eSim(0.0001)=99.95%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.65%, eSim(>=0.1)=0.35%, eSim(0.0001)=99.45%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.95%, eSim(>=0.1)=0.05%, eSim(0.0001)=99.90%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.95%, eSim(>=0.1)=0.05%, eSim(0.0001)=99.80%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.85%, eSim(>=0.1)=0.15%, eSim(0.0001)=99.70%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.95%, eSim(>=0.1)=0.05%, eSim(0.0001)=99.80%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.95%, eSim(>=0.1)=0.05%, eSim(0.0001)=99.85%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.85%, eSim(>=0.1)=0.15%, eSim(0.0001)=99.50%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.80%, eSim(>=0.1)=0.20%, eSim(0.0001)=99.60%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.85%, eSim(>=0.1)=0.15%, eSim(0.0001)=99.60%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.80%, eSim(>=0.1)=0.20%, eSim(0.0001)=99.60%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.70%, eSim(>=0.1)=0.30%, eSim(0.0001)=99.55%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=100.00%, eSim(>=0.1)=0.00%, eSim(0.0001)=99.95%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.90%, eSim(>=0.1)=0.10%, eSim(0.0001)=99.75%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.75%, eSim(>=0.1)=0.25%, eSim(0.0001)=99.55%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.70%, eSim(>=0.1)=0.30%, eSim(0.0001)=99.50%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.95%, eSim(>=0.1)=0.05%, eSim(0.0001)=99.85%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.90%, eSim(>=0.1)=0.10%, eSim(0.0001)=99.80%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.80%, eSim(>=0.1)=0.20%, eSim(0.0001)=99.65%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.85%, eSim(>=0.1)=0.15%, eSim(0.0001)=99.70%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.85%, eSim(>=0.1)=0.15%, eSim(0.0001)=99.70%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.85%, eSim(>=0.1)=0.15%, eSim(0.0001)=99.70%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=100.00%, eSim(>=0.1)=0.00%, eSim(0.0001)=99.95%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.90%, eSim(>=0.1)=0.10%, eSim(0.0001)=99.75%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.75%, eSim(>=0.1)=0.25%, eSim(0.0001)=99.55%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.70%, eSim(>=0.1)=0.30%, eSim(0.0001)=99.50%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.95%, eSim(>=0.1)=0.05%, eSim(0.0001)=99.80%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.90%, eSim(>=0.1)=0.10%, eSim(0.0001)=99.75%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.85%, eSim(>=0.1)=0.15%, eSim(0.0001)=99.70%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.95%, eSim(>=0.1)=0.05%, eSim(0.0001)=99.85%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.95%, eSim(>=0.1)=0.05%, eSim(0.0001)=99.80%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.65%, eSim(>=0.1)=0.35%, eSim(0.0001)=99.45%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=100.00%, eSim(>=0.1)=0.00%, eSim(0.0001)=99.95%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.95%, eSim(>=0.1)=0.05%, eSim(0.0001)=99.80%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.85%, eSim(>=0.1)=0.15%, eSim(0.0001)=99.65%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.70%, eSim(>=0.1)=0.30%, eSim(0.0001)=99.50%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.95%, eSim(>=0.1)=0.05%, eSim(0.0001)=99.85%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.80%, eSim(>=0.1)=0.20%, eSim(0.0001)=99.55%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.80%, eSim(>=0.1)=0.20%, eSim(0.0001)=99.60%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.95%, eSim(>=0.1)=0.05%, eSim(0.0001)=99.85%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.80%, eSim(>=0.1)=0.20%, eSim(0.0001)=99.65%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.65%, eSim(>=0.1)=0.35%, eSim(0.0001)=99.45%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=100.00%, eSim(>=0.1)=0.00%, eSim(0.0001)=99.95%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.95%, eSim(>=0.1)=0.05%, eSim(0.0001)=99.85%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.90%, eSim(>=0.1)=0.10%, eSim(0.0001)=99.85%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.95%, eSim(>=0.1)=0.05%, eSim(0.0001)=99.85%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.95%, eSim(>=0.1)=0.05%, eSim(0.0001)=99.85%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.85%, eSim(>=0.1)=0.15%, eSim(0.0001)=99.55%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.85%, eSim(>=0.1)=0.15%, eSim(0.0001)=99.70%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.80%, eSim(>=0.1)=0.20%, eSim(0.0001)=99.60%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.90%, eSim(>=0.1)=0.10%, eSim(0.0001)=99.75%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.90%, eSim(>=0.1)=0.10%, eSim(0.0001)=99.85%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.95%, eSim(>=0.1)=0.05%, eSim(0.0001)=99.80%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.85%, eSim(>=0.1)=0.15%, eSim(0.0001)=99.50%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.70%, eSim(>=0.1)=0.30%, eSim(0.0001)=99.60%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.95%, eSim(>=0.1)=0.05%, eSim(0.0001)=99.85%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.85%, eSim(>=0.1)=0.15%, eSim(0.0001)=99.55%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.90%, eSim(>=0.1)=0.10%, eSim(0.0001)=99.75%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.95%, eSim(>=0.1)=0.05%, eSim(0.0001)=99.85%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.90%, eSim(>=0.1)=0.10%, eSim(0.0001)=99.75%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.95%, eSim(>=0.1)=0.05%, eSim(0.0001)=99.80%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.65%, eSim(>=0.1)=0.35%, eSim(0.0001)=99.45%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=100.00%, eSim(>=0.1)=0.00%, eSim(0.0001)=99.95%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.95%, eSim(>=0.1)=0.05%, eSim(0.0001)=99.80%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.85%, eSim(>=0.1)=0.15%, eSim(0.0001)=99.65%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.70%, eSim(>=0.1)=0.30%, eSim(0.0001)=99.50%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.95%, eSim(>=0.1)=0.05%, eSim(0.0001)=99.85%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.90%, eSim(>=0.1)=0.10%, eSim(0.0001)=99.70%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.85%, eSim(>=0.1)=0.15%, eSim(0.0001)=99.70%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.85%, eSim(>=0.1)=0.15%, eSim(0.0001)=99.65%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.70%, eSim(>=0.1)=0.30%, eSim(0.0001)=99.45%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.65%, eSim(>=0.1)=0.35%, eSim(0.0001)=99.50%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=100.00%, eSim(>=0.1)=0.00%, eSim(0.0001)=99.95%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.95%, eSim(>=0.1)=0.05%, eSim(0.0001)=99.80%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.85%, eSim(>=0.1)=0.15%, eSim(0.0001)=99.65%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.70%, eSim(>=0.1)=0.30%, eSim(0.0001)=99.50%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.95%, eSim(>=0.1)=0.05%, eSim(0.0001)=99.80%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.85%, eSim(>=0.1)=0.15%, eSim(0.0001)=99.65%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.80%, eSim(>=0.1)=0.20%, eSim(0.0001)=99.70%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.85%, eSim(>=0.1)=0.15%, eSim(0.0001)=99.70%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.80%, eSim(>=0.1)=0.20%, eSim(0.0001)=99.60%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.85%, eSim(>=0.1)=0.15%, eSim(0.0001)=99.70%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=100.00%, eSim(>=0.1)=0.00%, eSim(0.0001)=99.95%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.85%, eSim(>=0.1)=0.15%, eSim(0.0001)=99.65%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.85%, eSim(>=0.1)=0.15%, eSim(0.0001)=99.60%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.70%, eSim(>=0.1)=0.30%, eSim(0.0001)=99.55%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.95%, eSim(>=0.1)=0.05%, eSim(0.0001)=99.80%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.90%, eSim(>=0.1)=0.10%, eSim(0.0001)=99.80%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.85%, eSim(>=0.1)=0.15%, eSim(0.0001)=99.65%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.95%, eSim(>=0.1)=0.05%, eSim(0.0001)=99.90%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.85%, eSim(>=0.1)=0.15%, eSim(0.0001)=99.60%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.90%, eSim(>=0.1)=0.10%, eSim(0.0001)=99.85%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=100.00%, eSim(>=0.1)=0.00%, eSim(0.0001)=99.95%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.85%, eSim(>=0.1)=0.15%, eSim(0.0001)=99.70%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.80%, eSim(>=0.1)=0.20%, eSim(0.0001)=99.55%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.70%, eSim(>=0.1)=0.30%, eSim(0.0001)=99.55%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.80%, eSim(>=0.1)=0.20%, eSim(0.0001)=99.60%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.95%, eSim(>=0.1)=0.05%, eSim(0.0001)=99.90%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.85%, eSim(>=0.1)=0.15%, eSim(0.0001)=99.70%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.90%, eSim(>=0.1)=0.10%, eSim(0.0001)=99.75%, eSim(10)=100.00%
192.168.0.46,192.168.0.206,,,, eSim(0.1)=99.95%, eSim(>=0.1)=0.05%, eSim(0.0001)=99.80%, eSim(10)=100.00%
